"ブランド","品番","カラーNo","ｻｲｽﾞ","品名","カラー名","OEM区分","倉庫ｺｰﾄﾞ","倉庫名","ﾛｹｰｼｮﾝ","可能在庫数","出荷残数","ｷｰﾌﾟ残数","現在庫数","原単価","原価額","預かり区分","年月度","前月在庫数","入荷数","出荷数","入庫数","出庫数","振替数(+)","振替数(-)","調整数","棚卸差異","未入庫数"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝF","BD5116","1","48","ＢＤ－５１１６","ﾌﾞﾗｳﾝﾃﾞﾐ/ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002F010","0.00","0.00","3.00","3.00","2722.50","8168","自社","2026/09","10.00","0.00","6.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝF","BD5116","2","48","ＢＤ－５１１６","ﾋﾞﾀｰﾁｮｺﾚｰﾄ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002F010","0.00","0.00","6.00","6.00","2722.50","16335","自社","2026/09","11.00","0.00","3.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝF","BD5116","3","48","ＢＤ－５１１６","ﾌﾞﾗｯｸ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","002F010","1.00","0.00","2.00","3.00","2722.50","8168","自社","2026/09","7.00","0.00","5.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝF","BD5117","1","48","ＢＤ－５１１７","ﾀﾞｰｸﾌﾞﾗｳﾝﾃﾞﾐ/ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002F010","57.00","16.00","8.00","81.00","2722.50","220523","自社","2026/09","99.00","0.00","4.00","1.00","15.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝF","BD5117","2","48","ＢＤ－５１１７","ｸﾘｱｸﾞﾚｰ/ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002F010","16.00","10.00","8.00","34.00","2722.50","92565","自社","2026/09","50.00","0.00","11.00","1.00","6.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝF","BD5117","3","48","ＢＤ－５１１７","ﾌﾞﾗｯｸ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002F010","48.00","3.00","8.00","59.00","2722.50","160628","自社","2026/09","74.00","0.00","9.00","1.00","7.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1002","2","47","ＢＤＪ－１００２","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","5390.00","5390","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1003","2","48","ＢＤＪ－１００３","ﾌﾞﾙｰﾃﾞﾐ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","4870.00","4870","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1003","3","48","ＢＤＪ－１００３","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","4870.00","9740","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1004","1","49","ＢＤＪ－１００４","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","4950.00","4950","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1004","2","49","ＢＤＪ－１００４","ｸﾘｱﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","4950.00","9900","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1005","1","47","ＢＤＪ－１００５","ｲｴﾛｰﾃﾞﾐ/ｺﾞｰﾙﾄﾞ(ｲｴﾛｰﾃﾞﾐ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","6910.00","6910","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1005","3","47","ＢＤＪ－１００５","ﾏｯﾄﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","6700.00","6700","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1006","1","49","ＢＤＪ－１００６","ｸﾘｱﾌﾞﾗｳﾝ/ｼﾙﾊﾞｰ(ｸﾘｱﾌﾞﾗｳﾝ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","6960.00","6960","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1006","2","49","ＢＤＪ－１００６","ﾌﾞﾗｳﾝｻｻ/ｺﾞｰﾙﾄﾞ(ﾌﾞﾗｳﾝｻｻ)","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","7070.00","14140","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1006","3","49","ＢＤＪ－１００６","ﾌﾞﾗｯｸ/ｼﾙﾊﾞｰ(ﾌﾞﾗｯｸ)","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","6800.00","13600","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1007","1","48","ＢＤＪ－１００７","ﾌﾞﾗｳﾝｻｻﾊｰﾌ/ｼﾙﾊﾞｰ(ﾌﾞﾗｳﾝｻｻ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","7580.00","7580","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1008","2","48","ＢＤＪ－１００８","ｸﾘｱｸﾞﾚｰ/ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","5990.00","11980","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1009","2","49","ＢＤＪ－１００９","ﾈｲﾋﾞｰ･ﾌﾞﾗｳﾝｻｻ/ｱﾝﾃｨｰｸｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","6570.00","6570","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1010","1","54","ＢＤＪ－１０１０","ﾍｱﾗｲﾝｸﾞﾚｰ(ｼﾙﾊﾞｰ)","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","7655.00","15310","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1010","2","54","ＢＤＪ－１０１０","ｶﾞﾝﾒﾀﾙ(ｼﾙﾊﾞｰ)","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","7535.00","15070","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1010","3","54","ＢＤＪ－１０１０","ﾈｲﾋﾞｰ(ｺﾞｰﾙﾄﾞ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","7565.00","7565","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1011","1","53","ＢＤＪ－１０１１","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","7655.00","7655","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1011","2","53","ＢＤＪ－１０１１","ﾍｱﾗｲﾝﾌﾞﾗｳﾝ(ｺﾞｰﾙﾄﾞ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","7595.00","7595","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1011","3","53","ＢＤＪ－１０１１","ｾﾐﾏｯﾄﾌﾞﾗｯｸ(ｺﾞｰﾙﾄﾞ)","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","7485.00","14970","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1012","2","53","ＢＤＪ－１０１２","ｼﾙﾊﾞｰ(ﾌﾞﾗｯｸﾏｯﾄ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","7135.00","7135","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1013","1","48","ＢＤＪ－１０１３","ﾍｱﾗｲﾝｺﾞｰﾙﾄﾞ(ﾌﾞﾗｳﾝ)","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","6965.00","13930","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1013","2","48","ＢＤＪ－１０１３","ﾍｱﾗｲﾝｼﾙﾊﾞｰ(ｵﾘｰﾌﾞ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","6945.00","6945","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1013","3","48","ＢＤＪ－１０１３","ｺﾞｰﾙﾄﾞ(ﾌﾞﾗｯｸ･ﾌﾞﾗｳﾝﾃﾞﾐ)","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","6855.00","6855","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1014","1","47","ＢＤＪ－１０１４","ﾌﾞﾗｳﾝ/ｼﾙﾊﾞｰ･ﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","5245.00","10490","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1014","2","47","ＢＤＪ－１０１４","ﾌﾞﾗｳﾝﾃﾞﾐ/ｺﾞｰﾙﾄﾞ･ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","5245.00","10490","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1014","3","47","ＢＤＪ－１０１４","ｷﾊｸ/ｺﾞｰﾙﾄﾞ･ｷﾊｸ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","5245.00","5245","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1014","4","47","ＢＤＪ－１０１４","ﾌﾞﾗｯｸ/ｼﾙﾊﾞｰ･ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002F010","2.00","0.00","0.00","2.00","5245.00","10490","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1015","1","47","ＢＤＪ－１０１５","ｺﾞｰﾙﾄﾞ(ﾌﾞﾗｯｸ)","プロパー","1","物流部倉庫","002F010","39.00","0.00","0.00","39.00","3761.00","146679","自社","2026/09","39.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1015","2","47","ＢＤＪ－１０１５","ｱﾝﾃｨｰｸｺﾞｰﾙﾄﾞ(ﾌﾞﾗｳﾝ)","プロパー","1","物流部倉庫","002F010","40.00","0.00","0.00","40.00","4621.00","184840","自社","2026/09","43.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1015","3","47","ＢＤＪ－１０１５","ｱﾝﾃｨｰｸｼﾙﾊﾞｰ(ﾌﾞﾗｯｸ)","プロパー","1","物流部倉庫","002F010","39.00","0.00","0.00","39.00","4591.00","179049","自社","2026/09","41.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1016","1","45","ＢＤＪ－１０１６","ｱﾝﾃｨｰｸｺﾞｰﾙﾄﾞ(ﾌﾞﾗｯｸ)","プロパー","1","物流部倉庫","002F010","54.00","0.00","0.00","54.00","4180.00","225720","自社","2026/09","54.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1016","2","45","ＢＤＪ－１０１６","ｱﾝﾃｨｰｸｺﾞｰﾙﾄﾞ(ﾌﾞﾗｳﾝﾃﾞﾐ)","プロパー","1","物流部倉庫","002F010","44.00","0.00","0.00","44.00","5040.00","221760","自社","2026/09","44.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1016","3","45","ＢＤＪ－１０１６","ｼﾙﾊﾞｰ(ｸﾘｱｸﾞﾚｰ)","プロパー","1","物流部倉庫","002F010","53.00","0.00","0.00","53.00","5020.00","266060","自社","2026/09","54.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1017","1","47","ＢＤＪ－１０１７","ｺﾞｰﾙﾄﾞ(ﾌﾞﾗｯｸ)","プロパー","1","物流部倉庫","002F010","24.00","1.00","0.00","25.00","7010.00","175250","自社","2026/09","25.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1017","2","47","ＢＤＪ－１０１７","ｱﾝﾃｨｰｸｺﾞｰﾙﾄﾞ(ﾌﾞﾗｳﾝﾃﾞﾐ)","プロパー","1","物流部倉庫","002F010","0.00","1.00","0.00","1.00","8270.00","8270","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1017","3","47","ＢＤＪ－１０１７","ｸﾞﾚｰ(ｸﾘｱｵﾘｰﾌﾞ)","プロパー","1","物流部倉庫","002F010","0.00","1.00","0.00","1.00","7190.00","7190","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1018","1","44","ＢＤＪ－１０１８","ﾌﾞﾗｯｸ/ﾌﾞﾗｯｸ･ｸﾘｱ","プロパー","1","物流部倉庫","002F010","8.00","0.00","0.00","8.00","5942.00","47536","自社","2026/09","8.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1018","2","44","ＢＤＪ－１０１８","ﾌﾞﾗｳﾝ･ｸﾘｱﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","002F010","10.00","0.00","0.00","10.00","6242.00","62420","自社","2026/09","10.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1019R","1","47","ＢＤＪ－１０１９Ｒ","ﾌﾞﾗｯｸ/ﾌﾞﾗｯｸ･ｸﾘｱ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","5180.00","5180","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1019R","2","47","ＢＤＪ－１０１９Ｒ","ｸﾘｱﾀﾞｰｸﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","5450.00","5450","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1019R","3","47","ＢＤＪ－１０１９Ｒ","ｸﾘｱﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","002F010","1.00","0.00","0.00","1.00","5390.00","5390","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1020R","1","47","ＢＤＪ－１０２０Ｒ","ﾌﾞﾗｯｸ/ﾌﾞﾗｯｸ･ｸﾘｱ","プロパー","1","物流部倉庫","002F010","8.00","0.00","0.00","8.00","5270.00","42160","自社","2026/09","8.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1020R","2","47","ＢＤＪ－１０２０Ｒ","ｸﾘｱﾀﾞｰｸﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","002F010","14.00","0.00","0.00","14.00","5535.00","77490","自社","2026/09","14.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1020R","3","47","ＢＤＪ－１０２０Ｒ","ｸﾘｱｵﾘｰﾌﾞ","プロパー","1","物流部倉庫","002F010","21.00","0.00","0.00","21.00","5490.00","115290","自社","2026/09","21.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1021","1","50","ＢＤＪ－１０２１","ﾌﾞﾗｯｸ/ﾌﾞﾗｯｸ･ｸﾘｱ","プロパー","1","物流部倉庫","002F010","13.00","0.00","0.00","13.00","5662.00","73606","自社","2026/09","13.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1021","2","50","ＢＤＪ－１０２１","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","002F010","3.00","0.00","0.00","3.00","6162.00","18486","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1021","3","50","ＢＤＪ－１０２１","ｷﾊｸ","プロパー","1","物流部倉庫","002F010","9.00","0.00","0.00","9.00","6002.00","54018","自社","2026/09","9.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1022","1","47","ＢＤＪ－１０２２","ｺﾞｰﾙﾄﾞ･ﾏｯﾄﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002F010","34.00","0.00","0.00","34.00","4290.00","145860","自社","2026/09","37.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1022","2","47","ＢＤＪ－１０２２","ｼﾙﾊﾞｰ･ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002F010","69.00","0.00","0.00","69.00","4040.00","278760","自社","2026/09","71.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1022","3","47","ＢＤＪ－１０２２","ｼｬｰﾘﾝｸﾞｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002F010","54.00","0.00","0.00","54.00","3520.00","190080","自社","2026/09","54.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1023","1","48","ＢＤＪ－１０２３","ｺﾞｰﾙﾄﾞ(ﾌﾞﾗｯｸ)","プロパー","1","物流部倉庫","002F010","26.00","0.00","0.00","26.00","4330.00","112580","自社","2026/09","29.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1023","2","48","ＢＤＪ－１０２３","ﾎﾜｲﾄｺﾞｰﾙﾄﾞ(ﾌﾞﾗｳﾝﾃﾞﾐ)","プロパー","1","物流部倉庫","002F010","26.00","0.00","0.00","26.00","4370.00","113620","自社","2026/09","27.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1023","3","48","ＢＤＪ－１０２３","ｼﾙﾊﾞｰ(ｽﾓｰｸｸﾞﾚｰ)","プロパー","1","物流部倉庫","002F010","48.00","0.00","0.00","48.00","4360.00","209280","自社","2026/09","50.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1024","1","51","ＢＤＪ－１０２４","ｺﾞｰﾙﾄﾞ(ﾌﾞﾗｯｸ)/ﾌﾞﾗｯｸ･ｸﾘｱ","プロパー","1","物流部倉庫","002F010","77.00","0.00","0.00","77.00","6863.00","528451","自社","2026/09","79.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1024","2","51","ＢＤＪ－１０２４","ｼﾙﾊﾞｰ(ﾌﾞﾗｯｸ)/ﾌﾞﾗｯｸ･ｸﾘｱ","プロパー","1","物流部倉庫","002F010","75.00","0.00","0.00","75.00","6723.00","504225","自社","2026/09","77.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1025","1","47","ＢＤＪ－１０２５","ﾌﾞﾗｯｸ/ﾌﾞﾗｯｸ･ｸﾘｱｸﾞﾚｰ","プロパー","1","物流部倉庫","002F010","40.00","0.00","0.00","40.00","4613.00","184520","自社","2026/09","43.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1025","2","47","ＢＤＪ－１０２５","ﾌﾞﾗｳﾝﾃﾞﾐ/ﾌﾞﾗｳﾝﾃﾞﾐ･ｸﾘｱｲｴﾛｰ","プロパー","1","物流部倉庫","002F010","68.00","0.00","0.00","68.00","5038.00","342584","自社","2026/09","70.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1025","3","47","ＢＤＪ－１０２５","ｸﾘｱﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","002F010","63.00","0.00","1.00","64.00","4650.00","297600","自社","2026/09","65.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1026","1","50","ＢＤＪ－１０２６","ﾌﾞﾗｯｸ/ｸﾘｱｸﾞﾚｰ･ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002F010","62.00","0.00","0.00","62.00","4775.00","296050","自社","2026/09","65.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1026","2","50","ＢＤＪ－１０２６","ﾌﾞﾗｳﾝﾃﾞﾐ/ﾌﾞﾗｳﾝﾃﾞﾐ･ｸﾘｱｲｴﾛｰ","プロパー","1","物流部倉庫","002F010","85.00","0.00","0.00","85.00","5070.00","430950","自社","2026/09","85.00","0","0","0","0","0","0","0","0","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝ ｺﾞｰﾙﾄﾞF","BDJ1026","3","50","ＢＤＪ－１０２６","ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","002F010","58.00","0.00","0.00","58.00","4583.00","265814","自社","2026/09","60.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏF","MF1283","4","57","ＭＦ－１２８３","ﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","002F010","1.00","0.00","1.00","2.00","4874.00","9748","自社","2026/09","1.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏF","MF1309","1","57","ＭＦ－１３０９","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002F010","0.00","0.00","140.00","140.00","5822.00","815080","自社","2026/09","435.00","0.00","301.00","6.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾋﾞｰﾑｽﾃﾞｻﾞｲﾝSG","BDS115","1","0","ＢＤＳ－１１５","ｲｴﾛｰﾃﾞﾐ/ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002F020","0.00","0.00","1.00","1.00","1980.00","1980","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
