"ブランド","品番","カラーNo","ｻｲｽﾞ","品名","カラー名","OEM区分","倉庫ｺｰﾄﾞ","倉庫名","ﾛｹｰｼｮﾝ","可能在庫数","出荷残数","ｷｰﾌﾟ残数","現在庫数","原単価","原価額","預かり区分","年月度","前月在庫数","入荷数","出荷数","入庫数","出庫数","振替数(+)","振替数(-)","調整数","棚卸差異","未入庫数"
"LUNA EARTH OEM SG ｴﾝﾄﾞﾚｽ","LE7006","1","0","ＬＥ７００６","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","0.00","0.00","2.00","2.00","280.50","561","自社","2026/09","4.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"LUNA EARTH OEM SG ｴﾝﾄﾞﾚｽ","LE7006","2","0","ＬＥ７００６","ﾌﾞﾗｯｸ・ﾌﾞﾙｰ","OEM","1","物流部倉庫","0","0.00","0.00","2.00","2.00","280.50","561","自社","2026/09","4.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"LUNA EARTH OEM SG ｴﾝﾄﾞﾚｽ","LE7006","3","0","ＬＥ７００６","ﾌﾞﾗｳﾝﾃﾞﾐ","OEM","1","物流部倉庫","0","0.00","0.00","2.00","2.00","305.25","611","自社","2026/09","4.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","LR5099","2","0","ＬＲ５０９９","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","359.70","360","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH10","00","0","ＭＥＨ－１０","ﾏｯﾄﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","5.00","0.00","2.00","7.00","1200.00","8400","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH10","01","0","ＭＥＨ－１０","ﾏｯﾄﾚｯﾄﾞ","プロパー","1","物流部倉庫","0","5.00","0.00","2.00","7.00","1200.00","8400","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH10","02","0","ＭＥＨ－１０","ｸﾘｱｵﾚﾝｼﾞ","プロパー","1","物流部倉庫","0","7.00","0.00","2.00","9.00","1200.00","10800","自社","2026/09","9.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH10","03","0","ＭＥＨ－１０","ｸﾘｱﾊﾟｰﾌﾟﾙ","プロパー","1","物流部倉庫","0","6.00","0.00","2.00","8.00","1200.00","9600","自社","2026/09","8.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH10","04","0","ＭＥＨ－１０","ｸﾘｱﾀｰｺｲｽﾞ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","1200.00","2400","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH10","05","0","ＭＥＨ－１０","ﾏｯﾄﾎﾜｲﾄ","プロパー","1","物流部倉庫","0","4.00","0.00","2.00","6.00","1200.00","7200","自社","2026/09","6.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH20","00","0","ＭＥＨ－２０","ｸﾞﾘｰﾝ/ﾎﾜｲﾄ","プロパー","1","物流部倉庫","0","4.00","0.00","2.00","6.00","1200.00","7200","自社","2026/09","6.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH20","01","0","ＭＥＨ－２０","ﾗｲﾄﾌﾞﾙｰ/ﾋﾟﾝｸ","プロパー","1","物流部倉庫","0","2.00","0.00","2.00","4.00","1200.00","4800","自社","2026/09","5.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","MEH20","02","0","ＭＥＨ－２０","ﾎﾜｲﾄ/ﾏｯﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","4.00","0.00","2.00","6.00","1200.00","7200","自社","2026/09","6.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH20","03","0","ＭＥＨ－２０","ﾏｯﾄﾎﾜｲﾄ/ﾚｯﾄﾞ","プロパー","1","物流部倉庫","0","3.00","0.00","2.00","5.00","1200.00","6000","自社","2026/09","5.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH20","04","0","ＭＥＨ－２０","ｸﾘｱ/ｵﾚﾝｼﾞ","プロパー","1","物流部倉庫","0","4.00","0.00","2.00","6.00","1200.00","7200","自社","2026/09","6.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MEH20","05","0","ＭＥＨ－２０","ﾌﾞﾗｯｸ/ﾎﾜｲﾄ","プロパー","1","物流部倉庫","0","2.00","0.00","2.00","4.00","1200.00","4800","自社","2026/09","4.00","0","0","0","0","0","0","0","0","0.00"
"販 促 品","MFBOX24"," ","0","ﾏｻｷﾄﾗﾝｸｼｮｰBOX24","　","プロパー","1","物流部倉庫","0","12.00","0.00","0.00","12.00","0.00","0","自社","2026/09","12.00","0","0","0","0","0","0","0","0","0.00"
"販 促 品","MFBP23"," ","0","ﾏｻｷﾛｺﾞﾌﾟﾚｰﾄ(白黒)23","　","プロパー","1","物流部倉庫","0","105.00","0.00","12.00","117.00","0.00","0","自社","2026/09","124.00","0.00","6.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00"
"販 促 品","MFDSP23"," ","0","ﾏｻｷ立体ﾃﾞｨｽﾌﾟﾚｲ(白黒)23","　","プロパー","1","物流部倉庫","0","0.00","6.00","7.00","13.00","0.00","0","自社","2026/09","13.00","0","0","0","0","0","0","0","0","0.00"
"販 促 品","MFTRY23"," ","0","ﾏｻｷﾄﾚｲ(白黒)23","　","プロパー","1","物流部倉庫","0","83.00","0.00","5.00","88.00","0.00","0","自社","2026/09","93.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","MI20","1","0","ＭＩ－２０","ﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","7.00","0.00","0.00","7.00","650.00","4550","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MI20","2","0","ＭＩ－２０","ﾋﾟﾝｸ","プロパー","1","物流部倉庫","0","14.00","0.00","0.00","14.00","650.00","9100","自社","2026/09","14.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MI20","3","0","ＭＩ－２０","ﾊﾟｰﾌﾟﾙ","プロパー","1","物流部倉庫","0","10.00","0.00","0.00","10.00","650.00","6500","自社","2026/09","10.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","MI20","4","0","ＭＩ－２０","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","13.00","0.00","0.00","13.00","650.00","8450","自社","2026/09","13.00","0","0","0","0","0","0","0","0","0.00"
"販 促 品","MLFBP26"," ","0","ＭＬＦﾛｺﾞﾌﾟﾚｰﾄ26","　","プロパー","1","物流部倉庫","0","104.00","0.00","0.00","104.00","0.00","0","自社","2026/09","108.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","OBSTN","1","0","ＯＢＳＴＮ","ﾋﾟﾝｸ","プロパー","1","物流部倉庫","0","2.00","0.00","0.00","2.00","750.00","1500","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","OBSTN","2","0","ＯＢＳＴＮ","ﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","7.00","0.00","0.00","7.00","750.00","5250","自社","2026/09","8.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","OBSTN","4","0","ＯＢＳＴＮ","ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","3.00","0.00","0.00","3.00","750.00","2250","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","OHARI1","1","0","ＯＨＡＲＩ－１","山中塗　朱","プロパー","1","物流部倉庫","0","10.00","0.00","2.00","12.00","1700.00","20400","自社","2026/09","18.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","OHARI1","2","0","ＯＨＡＲＩ－１","山中塗　黒","プロパー","1","物流部倉庫","0","12.00","0.00","2.00","14.00","1700.00","23800","自社","2026/09","15.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","OHARI2","1","0","ＯＨＡＲＩ－２","麻の葉","プロパー","1","物流部倉庫","0","4.00","0.00","1.00","5.00","1500.00","7500","自社","2026/09","12.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","OHARI2","2","0","ＯＨＡＲＩ－２","青海波","プロパー","1","物流部倉庫","0","11.00","0.00","2.00","13.00","1500.00","19500","自社","2026/09","17.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","P3","BLK","0","Ｐ３","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","3.00","0.00","0.00","3.00","160.00","480","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","P367","BLK","0","Ｐ３６７","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","109.00","109","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","P370PU","BLK","0","Ｐ３７０ＰＵ","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","12.00","0.00","0.00","12.00","112.00","1344","自社","2026/09","13.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","PENDORA","WHT","0","ＰＥＮＤＯＲＡ","ﾎﾜｲﾄ","プロパー","1","物流部倉庫","0","8.00","0.00","0.00","8.00","135.00","1080","自社","2026/09","3.00","0.00","5.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5011","1","0","ＰＨ５０１１","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","585.75","586","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","PH5011","2","0","ＰＨ５０１１","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","575.85","576","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","PH5012","1","0","ＰＨ５０１２","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","254.00","255.00","404.25","103084","自社","2026/09","256.00","0.00","2.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5012","2","0","ＰＨ５０１２","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","155.00","155.00","432.30","67007","自社","2026/09","168.00","0.00","12.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5099","1","0","ＰＨ５０９９","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","1.00","294.00","295.00","623.70","183992","自社","2026/09","420.00","0.00","118.00","1.00","8.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5099","12","0","ＰＨ５０９９","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","161.00","0.00","417.00","578.00","623.70","360499","自社","2026/09","644.00","0.00","60.00","2.00","8.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5099","1B","0","ＰＨ５０９９","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","2.00","2.00","623.70","1247","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","PH5099","2","0","ＰＨ５０９９","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","207.00","0.00","267.00","474.00","623.70","295634","自社","2026/09","487.00","0.00","9.00","2.00","6.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5606","1","0","ＰＨ５６０６","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","120.00","120.00","404.25","48510","自社","2026/09","136.00","0.00","14.00","1.00","3.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5606","11","0","ＰＨ５６０６","ｽﾓｰｸｸﾘｱ","プロパー","1","物流部倉庫","0","1.00","0.00","91.00","92.00","404.25","37191","自社","2026/09","94.00","0.00","1.00","1.00","2.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5606","12","0","ＰＨ５６０６","ﾌﾞﾗｳﾝｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","71.00","71.00","404.25","28702","自社","2026/09","72.00","0.00","0.00","2.00","3.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5606","1B","0","ＰＨ５６０６","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","7.00","0.00","0.00","7.00","404.25","2830","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","PH5606","2","0","ＰＨ５６０６","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","53.00","53.00","404.25","21425","自社","2026/09","70.00","0.00","0.00","0.00","17.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","PH5606","3","0","ＰＨ５６０６","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","64.00","0.00","0.00","64.00","404.25","25872","自社","2026/09","64.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","PH5606K&P","1","0","ＰＨ５６０６Ｋ＆Ｐ","ｽﾓｰｸｸﾘｱ","OEM","1","物流部倉庫","0","10.00","0.00","0.00","10.00","392.70","3927","自社","2026/09","32.00","0.00","0.00","0.00","22.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","POLLINL","1","0","ＰＯＬＬＩＮ－Ｌ","ﾁｮｺ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","2340.00","4680","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINL","2","0","ＰＯＬＬＩＮ－Ｌ","ｸﾞﾘｰﾝ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","2340.00","4680","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINL","3","0","ＰＯＬＬＩＮ－Ｌ","ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","2340.00","4680","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINL","4","0","ＰＯＬＬＩＮ－Ｌ","ﾗｲﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","2340.00","2340","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINM","1M","0","ＰＯＬＬＩＮ－Ｍ","ﾁｮｺ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","2100.00","2100","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINM","2M","0","ＰＯＬＬＩＮ－Ｍ","ｸﾞﾘｰﾝ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","2100.00","4200","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINM","3M","0","ＰＯＬＬＩＮ－Ｍ","ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","2100.00","2100","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINM","4M","0","ＰＯＬＬＩＮ－Ｍ","ﾗｲﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","2100.00","2100","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINS","1","0","ＰＯＬＬＩＮ－Ｓ","ﾁｮｺ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","2100.00","2100","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINS","2","0","ＰＯＬＬＩＮ－Ｓ","ｸﾞﾘｰﾝ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","2100.00","4200","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINS","3","0","ＰＯＬＬＩＮ－Ｓ","ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","2100.00","4200","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ECｱｸｾ","POLLINS","4","0","ＰＯＬＬＩＮ－Ｓ","ﾗｲﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","1.00","0.00","1.00","2.00","2100.00","4200","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚSG","RF001","1","0","ＲＦ－００１","ｶﾌｪﾌﾞﾗｳﾝｻｻ/ﾏｯﾄﾎﾜｲﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","3.00","3.00","4075.50","12227","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚSG","RF001","2","0","ＲＦ－００１","ﾌﾞﾗｳﾝﾃﾞﾐ/ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","103.00","0.00","25.00","128.00","4075.50","521664","自社","2026/09","128.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚSG","RF002","1","0","ＲＦ－００２","ﾗｲﾄｸﾞﾚｰ(ｽﾓｰｷｰﾜｲﾝ)","プロパー","1","物流部倉庫","0","0.00","0.00","2.00","2.00","4818.00","9636","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚSG","RF002","2","0","ＲＦ－００２","ｺﾞｰﾙﾄﾞ(ｸﾘｱﾌﾞﾗｳﾝ)","プロパー","1","物流部倉庫","0","61.00","0.00","28.00","89.00","4818.00","428802","自社","2026/09","90.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚSG","RF003","1","0","ＲＦ－００３","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","11.00","11.00","3960.00","43560","自社","2026/09","11.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚSG","RF003","2","0","ＲＦ－００３","ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","2.00","2.00","3960.00","7920","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF01","1","10","ＲＦ０１","ﾌﾞﾗｳﾝﾃﾞﾐ/ｺﾞｰﾙﾄﾞﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","58.00","58.00","1014.75","58856","自社","2026/09","46.00","0.00","23.00","36.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","1","15","ＲＦ０１","ﾌﾞﾗｳﾝﾃﾞﾐ/ｺﾞｰﾙﾄﾞﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","82.00","82.00","1014.75","83210","自社","2026/09","68.00","0.00","26.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","1","20","ＲＦ０１","ﾌﾞﾗｳﾝﾃﾞﾐ/ｺﾞｰﾙﾄﾞﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","85.00","85.00","1014.75","86254","自社","2026/09","69.00","0.00","24.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","1","25","ＲＦ０１","ﾌﾞﾗｳﾝﾃﾞﾐ/ｺﾞｰﾙﾄﾞﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","38.00","38.00","1014.75","38561","自社","2026/09","28.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","2","10","ＲＦ０１","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","63.00","63.00","1014.75","63929","自社","2026/09","48.00","0.00","0.00","16.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","2","15","ＲＦ０１","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","88.00","88.00","1014.75","89298","自社","2026/09","67.00","0.00","0.00","21.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","2","20","ＲＦ０１","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","78.00","78.00","1014.75","79151","自社","2026/09","65.00","0.00","1.00","14.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","2","25","ＲＦ０１","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","36.00","36.00","1014.75","36531","自社","2026/09","26.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","3","10","ＲＦ０１","ｸﾘｱﾌﾞﾗｳﾝ/ｸﾘｱﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","62.00","62.00","1014.75","62915","自社","2026/09","49.00","0.00","22.00","36.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","3","15","ＲＦ０１","ｸﾘｱﾌﾞﾗｳﾝ/ｸﾘｱﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","80.00","80.00","1014.75","81180","自社","2026/09","68.00","0.00","28.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","3","20","ＲＦ０１","ｸﾘｱﾌﾞﾗｳﾝ/ｸﾘｱﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","82.00","82.00","1014.75","83210","自社","2026/09","70.00","0.00","28.00","40.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF01","3","25","ＲＦ０１","ｸﾘｱﾌﾞﾗｳﾝ/ｸﾘｱﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","41.00","41.00","1014.75","41605","自社","2026/09","31.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF02","1","10","ＲＦ０２","ﾁｬｺｰﾙｸﾞﾚｰ/ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","50.00","50.00","1188.00","59400","自社","2026/09","50.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF02","1","15","ＲＦ０２","ﾁｬｺｰﾙｸﾞﾚｰ/ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","67.00","67.00","1188.00","79596","自社","2026/09","67.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF02","1","20","ＲＦ０２","ﾁｬｺｰﾙｸﾞﾚｰ/ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","70.00","70.00","1188.00","83160","自社","2026/09","69.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF02","1","25","ＲＦ０２","ﾁｬｺｰﾙｸﾞﾚｰ/ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","31.00","31.00","1188.00","36828","自社","2026/09","31.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF02","2","10","ＲＦ０２","ｸﾘｱｼｮｺﾗ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","0.00","0.00","50.00","50.00","1188.00","59400","自社","2026/09","50.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF02","2","15","ＲＦ０２","ｸﾘｱｼｮｺﾗ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","0.00","0.00","71.00","71.00","1188.00","84348","自社","2026/09","71.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF02","2","20","ＲＦ０２","ｸﾘｱｼｮｺﾗ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","0.00","0.00","70.00","70.00","1188.00","83160","自社","2026/09","70.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF02","2","25","ＲＦ０２","ｸﾘｱｼｮｺﾗ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","0.00","0.00","28.00","28.00","1188.00","33264","自社","2026/09","27.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF02","3","10","ＲＦ０２","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｽﾓｰｸｸﾞﾚｰ","プロパー","1","物流部倉庫","0","0.00","0.00","45.00","45.00","1188.00","53460","自社","2026/09","45.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF02","3","15","ＲＦ０２","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｽﾓｰｸｸﾞﾚｰ","プロパー","1","物流部倉庫","0","0.00","0.00","69.00","69.00","1188.00","81972","自社","2026/09","69.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF02","3","20","ＲＦ０２","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｽﾓｰｸｸﾞﾚｰ","プロパー","1","物流部倉庫","0","0.00","0.00","68.00","68.00","1188.00","80784","自社","2026/09","69.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF02","3","25","ＲＦ０２","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ/ｽﾓｰｸｸﾞﾚｰ","プロパー","1","物流部倉庫","0","0.00","0.00","23.00","23.00","1188.00","27324","自社","2026/09","23.00","0","0","0","0","0","0","0","0","0.00"
"ﾙﾌﾚ老眼","RF03","1","10","ＲＦ０３","ｸﾘｱｵﾘｰﾌﾞ/ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","63.00","63.00","1260.60","79418","自社","2026/09","47.00","0.00","0.00","16.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF03","1","15","ＲＦ０３","ｸﾘｱｵﾘｰﾌﾞ/ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","86.00","86.00","1260.60","108412","自社","2026/09","66.00","0.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙﾌﾚ老眼","RF03","1","20","ＲＦ０３","ｸﾘｱｵﾘｰﾌﾞ/ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","82.00","82.00","1260.60","103369","自社","2026/09","68.00","0.00","0.00","15.00","1.00","0.00","0.00","0.00","0.00","0.00"
