倉庫毎の実在庫,商品ID,商品名,在庫しきい値,カテゴリー名,販売可能数,引当済 (全倉庫),安全在庫数,未引当,安全在庫設定値,実在庫数,倉庫ID,倉庫,実在庫 (倉庫毎),引当済 (倉庫毎),SKUコード,セット区分,セット構成品商品ID,セット構成品名,構成品数
0,71032-00000519,flc-004-1-30,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flc-004-1-30,0,,,
0,71032-00000519,flc-004-1-30,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flc-004-1-30,0,,,
0,71032-00000520,flc-004-2-30,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flc-004-2-30,0,,,
0,71032-00000520,flc-004-2-30,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flc-004-2-30,0,,,
0,71032-00000521,flc-004pc-1p,0,PCメガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,flc-004pc-1p,0,,,
0,71032-00000521,flc-004pc-1p,0,PCメガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,flc-004pc-1p,0,,,
0,71032-00000522,flc-004pc-2p,0,PCメガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,flc-004pc-2p,0,,,
0,71032-00000522,flc-004pc-2p,0,PCメガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,flc-004pc-2p,0,,,
0,71032-00000523,fll-001-1-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-1-10,0,,,
0,71032-00000523,fll-001-1-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-1-10,0,,,
0,71032-00000524,fll-001-2-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-2-10,0,,,
0,71032-00000524,fll-001-2-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-2-10,0,,,
0,71032-00000525,fll-001-1-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-1-15,0,,,
0,71032-00000525,fll-001-1-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-1-15,0,,,
0,71032-00000526,fll-001-2-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-2-15,0,,,
0,71032-00000526,fll-001-2-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-2-15,0,,,
0,71032-00000527,fll-001-1-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-1-20,0,,,
0,71032-00000527,fll-001-1-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-1-20,0,,,
0,71032-00000528,fll-001-2-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-2-20,0,,,
0,71032-00000528,fll-001-2-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-2-20,0,,,
0,71032-00000529,fll-001-1-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-1-25,0,,,
0,71032-00000529,fll-001-1-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-1-25,0,,,
0,71032-00000530,fll-001-2-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-2-25,0,,,
0,71032-00000530,fll-001-2-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-2-25,0,,,
0,71032-00000531,fll-001-1-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-1-30,0,,,
0,71032-00000531,fll-001-1-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-1-30,0,,,
0,71032-00000532,fll-001-2-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001-2-30,0,,,
0,71032-00000532,fll-001-2-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001-2-30,0,,,
0,71032-00000533,fll-001pc-1p,0,PCメガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001pc-1p,0,,,
0,71032-00000533,fll-001pc-1p,0,PCメガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001pc-1p,0,,,
0,71032-00000534,fll-001pc-2p,0,PCメガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-001pc-2p,0,,,
0,71032-00000534,fll-001pc-2p,0,PCメガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-001pc-2p,0,,,
0,71032-00000535,fll-002-1-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-1-10,0,,,
0,71032-00000535,fll-002-1-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-1-10,0,,,
0,71032-00000536,fll-002-2-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-2-10,0,,,
0,71032-00000536,fll-002-2-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-2-10,0,,,
0,71032-00000537,fll-002-1-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-1-15,0,,,
0,71032-00000537,fll-002-1-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-1-15,0,,,
0,71032-00000538,fll-002-2-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-2-15,0,,,
0,71032-00000538,fll-002-2-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-2-15,0,,,
0,71032-00000539,fll-002-1-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-1-20,0,,,
0,71032-00000539,fll-002-1-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-1-20,0,,,
0,71032-00000540,fll-002-2-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-2-20,0,,,
0,71032-00000540,fll-002-2-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-2-20,0,,,
0,71032-00000541,fll-002-1-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-1-25,0,,,
0,71032-00000541,fll-002-1-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-1-25,0,,,
0,71032-00000542,fll-002-2-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-2-25,0,,,
0,71032-00000542,fll-002-2-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-2-25,0,,,
0,71032-00000543,fll-002-1-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-1-30,0,,,
0,71032-00000543,fll-002-1-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-1-30,0,,,
0,71032-00000544,fll-002-2-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-002-2-30,0,,,
0,71032-00000544,fll-002-2-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-002-2-30,0,,,
0,71032-00000545,fll-003-1-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-1-10,0,,,
0,71032-00000545,fll-003-1-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-1-10,0,,,
0,71032-00000546,fll-003-2-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-2-10,0,,,
0,71032-00000546,fll-003-2-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-2-10,0,,,
0,71032-00000547,fll-003-1-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-1-15,0,,,
0,71032-00000547,fll-003-1-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-1-15,0,,,
0,71032-00000548,fll-003-2-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-2-15,0,,,
0,71032-00000548,fll-003-2-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-2-15,0,,,
0,71032-00000549,fll-003-1-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-1-20,0,,,
0,71032-00000549,fll-003-1-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-1-20,0,,,
0,71032-00000550,fll-003-2-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-2-20,0,,,
0,71032-00000550,fll-003-2-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-2-20,0,,,
0,71032-00000551,fll-003-1-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-1-25,0,,,
0,71032-00000551,fll-003-1-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-1-25,0,,,
0,71032-00000552,fll-003-2-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-2-25,0,,,
0,71032-00000552,fll-003-2-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-2-25,0,,,
0,71032-00000553,fll-003-1-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-1-30,0,,,
0,71032-00000553,fll-003-1-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-1-30,0,,,
0,71032-00000554,fll-003-2-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-003-2-30,0,,,
0,71032-00000554,fll-003-2-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-003-2-30,0,,,
0,71032-00000555,fll-004-1-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-1-10,0,,,
0,71032-00000555,fll-004-1-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-1-10,0,,,
0,71032-00000556,fll-004-2-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-2-10,0,,,
0,71032-00000556,fll-004-2-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-2-10,0,,,
0,71032-00000557,fll-004-1-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-1-15,0,,,
0,71032-00000557,fll-004-1-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-1-15,0,,,
0,71032-00000558,fll-004-2-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-2-15,0,,,
0,71032-00000558,fll-004-2-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-2-15,0,,,
0,71032-00000559,fll-004-1-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-1-20,0,,,
0,71032-00000559,fll-004-1-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-1-20,0,,,
0,71032-00000560,fll-004-2-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-2-20,0,,,
0,71032-00000560,fll-004-2-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-2-20,0,,,
0,71032-00000561,fll-004-1-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-1-25,0,,,
0,71032-00000561,fll-004-1-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-1-25,0,,,
0,71032-00000562,fll-004-2-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-2-25,0,,,
0,71032-00000562,fll-004-2-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-2-25,0,,,
0,71032-00000563,fll-004-1-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-1-30,0,,,
0,71032-00000563,fll-004-1-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-1-30,0,,,
0,71032-00000564,fll-004-2-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-004-2-30,0,,,
0,71032-00000564,fll-004-2-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-004-2-30,0,,,
0,71032-00000565,fll-005-1-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-1-10,0,,,
0,71032-00000565,fll-005-1-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-1-10,0,,,
0,71032-00000566,fll-005-2-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-2-10,0,,,
0,71032-00000566,fll-005-2-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-2-10,0,,,
0,71032-00000567,fll-005-1-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-1-15,0,,,
0,71032-00000567,fll-005-1-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-1-15,0,,,
0,71032-00000568,fll-005-2-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-2-15,0,,,
0,71032-00000568,fll-005-2-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-2-15,0,,,
0,71032-00000569,fll-005-1-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-1-20,0,,,
0,71032-00000569,fll-005-1-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-1-20,0,,,
0,71032-00000570,fll-005-2-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-2-20,0,,,
0,71032-00000570,fll-005-2-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-2-20,0,,,
0,71032-00000571,fll-005-1-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-1-25,0,,,
0,71032-00000571,fll-005-1-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-1-25,0,,,
0,71032-00000572,fll-005-2-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-2-25,0,,,
0,71032-00000572,fll-005-2-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-2-25,0,,,
0,71032-00000573,fll-005-1-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-1-30,0,,,
0,71032-00000573,fll-005-1-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-1-30,0,,,
0,71032-00000574,fll-005-2-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-005-2-30,0,,,
0,71032-00000574,fll-005-2-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-005-2-30,0,,,
5,71032-00000575,fll-006-1-10,1,老眼鏡,5,0,0,0,0,5,999,RFC倉庫,5,0,fll-006-1-10,0,,,
0,71032-00000575,fll-006-1-10,1,老眼鏡,5,0,0,0,0,5,61144,自社倉庫,0,0,fll-006-1-10,0,,,
5,71032-00000576,fll-006-2-10,1,老眼鏡,0,5,0,0,0,5,999,RFC倉庫,5,5,fll-006-2-10,0,,,
0,71032-00000576,fll-006-2-10,1,老眼鏡,0,5,0,0,0,5,61144,自社倉庫,0,0,fll-006-2-10,0,,,
7,71032-00000577,fll-006-1-15,1,老眼鏡,4,3,0,0,0,7,999,RFC倉庫,7,3,fll-006-1-15,0,,,
0,71032-00000577,fll-006-1-15,1,老眼鏡,4,3,0,0,0,7,61144,自社倉庫,0,0,fll-006-1-15,0,,,
3,71032-00000578,fll-006-2-15,1,老眼鏡,2,1,0,0,0,3,999,RFC倉庫,3,1,fll-006-2-15,0,,,
0,71032-00000578,fll-006-2-15,1,老眼鏡,2,1,0,0,0,3,61144,自社倉庫,0,0,fll-006-2-15,0,,,
3,71032-00000579,fll-006-1-20,1,老眼鏡,0,3,0,0,0,3,999,RFC倉庫,3,3,fll-006-1-20,0,,,
0,71032-00000579,fll-006-1-20,1,老眼鏡,0,3,0,0,0,3,61144,自社倉庫,0,0,fll-006-1-20,0,,,
1,71032-00000580,fll-006-2-20,1,老眼鏡,0,1,0,0,0,1,999,RFC倉庫,1,1,fll-006-2-20,0,,,
0,71032-00000580,fll-006-2-20,1,老眼鏡,0,1,0,0,0,1,61144,自社倉庫,0,0,fll-006-2-20,0,,,
6,71032-00000581,fll-006-1-25,1,老眼鏡,5,1,0,0,0,6,999,RFC倉庫,6,1,fll-006-1-25,0,,,
0,71032-00000581,fll-006-1-25,1,老眼鏡,5,1,0,0,0,6,61144,自社倉庫,0,0,fll-006-1-25,0,,,
1,71032-00000582,fll-006-2-25,1,老眼鏡,0,1,0,0,0,1,999,RFC倉庫,1,1,fll-006-2-25,0,,,
0,71032-00000582,fll-006-2-25,1,老眼鏡,0,1,0,0,0,1,61144,自社倉庫,0,0,fll-006-2-25,0,,,
2,71032-00000583,fll-006-1-30,1,老眼鏡,0,2,0,0,0,2,999,RFC倉庫,2,2,fll-006-1-30,0,,,
0,71032-00000583,fll-006-1-30,1,老眼鏡,0,2,0,0,0,2,61144,自社倉庫,0,0,fll-006-1-30,0,,,
10,71032-00000584,fll-006-2-30,1,老眼鏡,8,2,0,0,0,10,999,RFC倉庫,10,2,fll-006-2-30,0,,,
0,71032-00000584,fll-006-2-30,1,老眼鏡,8,2,0,0,0,10,61144,自社倉庫,0,0,fll-006-2-30,0,,,
0,71032-00000585,fll-100-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-1-10,0,,,
0,71032-00000585,fll-100-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-1-10,0,,,
0,71032-00000586,fll-100-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-2-10,0,,,
0,71032-00000586,fll-100-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-2-10,0,,,
0,71032-00000587,fll-100-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-1-15,0,,,
0,71032-00000587,fll-100-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-1-15,0,,,
0,71032-00000588,fll-100-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-2-15,0,,,
0,71032-00000588,fll-100-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-2-15,0,,,
0,71032-00000589,fll-100-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-1-20,0,,,
0,71032-00000589,fll-100-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-1-20,0,,,
0,71032-00000590,fll-100-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-2-20,0,,,
0,71032-00000590,fll-100-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-2-20,0,,,
0,71032-00000591,fll-100-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-1-25,0,,,
0,71032-00000591,fll-100-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-1-25,0,,,
0,71032-00000592,fll-100-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-100-2-25,0,,,
0,71032-00000592,fll-100-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-100-2-25,0,,,
10,71032-00000593,fll-3000-1-10,1,老眼鏡,9,1,0,0,0,10,999,RFC倉庫,10,1,fll-3000-1-10,0,,,
0,71032-00000593,fll-3000-1-10,1,老眼鏡,9,1,0,0,0,10,61144,自社倉庫,0,0,fll-3000-1-10,0,,,
12,71032-00000594,fll-3000-2-10,1,老眼鏡,12,0,0,0,0,12,999,RFC倉庫,12,0,fll-3000-2-10,0,,,
0,71032-00000594,fll-3000-2-10,1,老眼鏡,12,0,0,0,0,12,61144,自社倉庫,0,0,fll-3000-2-10,0,,,
11,71032-00000595,fll-3000-1-15,1,老眼鏡,11,0,0,0,0,11,999,RFC倉庫,11,0,fll-3000-1-15,0,,,
0,71032-00000595,fll-3000-1-15,1,老眼鏡,11,0,0,0,0,11,61144,自社倉庫,0,0,fll-3000-1-15,0,,,
11,71032-00000596,fll-3000-2-15,1,老眼鏡,10,1,0,0,0,11,999,RFC倉庫,11,1,fll-3000-2-15,0,,,
0,71032-00000596,fll-3000-2-15,1,老眼鏡,10,1,0,0,0,11,61144,自社倉庫,0,0,fll-3000-2-15,0,,,
0,71032-00000597,fll-3000-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3000-1-20,0,,,
0,71032-00000597,fll-3000-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3000-1-20,0,,,
7,71032-00000598,fll-3000-2-20,1,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,7,0,fll-3000-2-20,0,,,
0,71032-00000598,fll-3000-2-20,1,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,0,0,fll-3000-2-20,0,,,
0,71032-00000599,fll-3000-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3000-1-25,0,,,
0,71032-00000599,fll-3000-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3000-1-25,0,,,
0,71032-00000600,fll-3000-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3000-2-25,0,,,
0,71032-00000600,fll-3000-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3000-2-25,0,,,
0,71032-00000605,fll-3001-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-1-10,0,,,
0,71032-00000605,fll-3001-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-1-10,0,,,
0,71032-00000606,fll-3001-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-2-10,0,,,
0,71032-00000606,fll-3001-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-2-10,0,,,
0,71032-00000607,fll-3001-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-1-15,0,,,
0,71032-00000607,fll-3001-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-1-15,0,,,
0,71032-00000608,fll-3001-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-2-15,0,,,
0,71032-00000608,fll-3001-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-2-15,0,,,
0,71032-00000609,fll-3001-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-1-20,0,,,
0,71032-00000609,fll-3001-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-1-20,0,,,
0,71032-00000610,fll-3001-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-2-20,0,,,
0,71032-00000610,fll-3001-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-2-20,0,,,
0,71032-00000611,fll-3001-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-1-25,0,,,
0,71032-00000611,fll-3001-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-1-25,0,,,
0,71032-00000612,fll-3001-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3001-2-25,0,,,
0,71032-00000612,fll-3001-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3001-2-25,0,,,
0,71032-00000621,fll-3003-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-1-10,0,,,
0,71032-00000621,fll-3003-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-1-10,0,,,
0,71032-00000622,fll-3003-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-2-10,0,,,
0,71032-00000622,fll-3003-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-2-10,0,,,
0,71032-00000623,fll-3003-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-1-15,0,,,
0,71032-00000623,fll-3003-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-1-15,0,,,
0,71032-00000624,fll-3003-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-2-15,0,,,
0,71032-00000624,fll-3003-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-2-15,0,,,
0,71032-00000625,fll-3003-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-1-20,0,,,
0,71032-00000625,fll-3003-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-1-20,0,,,
0,71032-00000626,fll-3003-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-2-20,0,,,
0,71032-00000626,fll-3003-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-2-20,0,,,
0,71032-00000627,fll-3003-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-1-25,0,,,
0,71032-00000627,fll-3003-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-1-25,0,,,
0,71032-00000628,fll-3003-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,fll-3003-2-25,0,,,
0,71032-00000628,fll-3003-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,fll-3003-2-25,0,,,
11,71032-00000629,flm-001-1-10,3,老眼鏡,9,2,0,0,0,11,999,RFC倉庫,11,2,flm-001-1-10,0,,,
0,71032-00000629,flm-001-1-10,3,老眼鏡,9,2,0,0,0,11,61144,自社倉庫,0,0,flm-001-1-10,0,,,
10,71032-00000630,flm-001-2-10,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,10,0,flm-001-2-10,0,,,
0,71032-00000630,flm-001-2-10,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,0,0,flm-001-2-10,0,,,
8,71032-00000631,flm-001-2-15,1,老眼鏡,8,0,0,0,0,8,999,RFC倉庫,8,0,flm-001-2-15,0,,,
0,71032-00000631,flm-001-2-15,1,老眼鏡,8,0,0,0,0,8,61144,自社倉庫,0,0,flm-001-2-15,0,,,
7,71032-00000632,flm-001-1-20,3,老眼鏡,6,1,0,0,0,7,999,RFC倉庫,7,1,flm-001-1-20,0,,,
0,71032-00000632,flm-001-1-20,3,老眼鏡,6,1,0,0,0,7,61144,自社倉庫,0,0,flm-001-1-20,0,,,
8,71032-00000633,flm-001-2-20,3,老眼鏡,8,0,0,0,0,8,999,RFC倉庫,8,0,flm-001-2-20,0,,,
