倉庫毎の実在庫,商品ID,商品名,在庫しきい値,カテゴリー名,販売可能数,引当済 (全倉庫),安全在庫数,未引当,安全在庫設定値,実在庫数,倉庫ID,倉庫,実在庫 (倉庫毎),引当済 (倉庫毎),SKUコード,セット区分,セット構成品商品ID,セット構成品名,構成品数
0,71032-00001627,obstn-4,0,ライフスタイル雑貨,3,0,0,0,0,3,999,RFC倉庫,0,0,obstn-4,0,,,
3,71032-00001627,obstn-4,0,ライフスタイル雑貨,3,0,0,0,0,3,61144,自社倉庫,3,0,obstn-4,0,,,
0,71032-00001628,5655-1,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5655-1,0,,,
3,71032-00001628,5655-1,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5655-1,0,,,
0,71032-00001629,5655-2,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5655-2,0,,,
0,71032-00001629,5655-2,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5655-2,0,,,
0,71032-00001630,5045-1,3,サングラス,2,0,0,0,0,2,999,RFC倉庫,0,0,5045-1,0,,,
2,71032-00001630,5045-1,3,サングラス,2,0,0,0,0,2,61144,自社倉庫,2,0,5045-1,0,,,
0,71032-00001631,5045-2,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5045-2,0,,,
3,71032-00001631,5045-2,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5045-2,0,,,
0,71032-00001632,5045-11,3,サングラス,1,0,0,0,0,1,999,RFC倉庫,0,0,5045-11,0,,,
1,71032-00001632,5045-11,3,サングラス,1,0,0,0,0,1,61144,自社倉庫,1,0,5045-11,0,,,
0,71032-00001639,3125-1,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,3125-1,0,,,
0,71032-00001639,3125-1,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,3125-1,0,,,
0,71032-00001640,3125-2,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,3125-2,0,,,
0,71032-00001640,3125-2,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,3125-2,0,,,
0,71032-00001641,3134-1,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,3134-1,0,,,
3,71032-00001641,3134-1,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,3134-1,0,,,
0,71032-00001642,3134-2,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,3134-2,0,,,
3,71032-00001642,3134-2,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,3134-2,0,,,
0,71032-00001643,3134-11,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,3134-11,0,,,
3,71032-00001643,3134-11,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,3134-11,0,,,
0,71032-00001649,3135-1,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,3135-1,0,,,
0,71032-00001649,3135-1,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,3135-1,0,,,
0,71032-00001650,3135-2,3,サングラス,20,0,0,0,0,20,999,RFC倉庫,0,0,3135-2,0,,,
20,71032-00001650,3135-2,3,サングラス,20,0,0,0,0,20,61144,自社倉庫,20,0,3135-2,0,,,
0,71032-00001653,clt01-m-1bk,3,ライフスタイル雑貨,0,0,0,0,0,0,999,RFC倉庫,0,0,clt01-m-bk,0,,,
0,71032-00001653,clt01-m-1bk,3,ライフスタイル雑貨,0,0,0,0,0,0,61144,自社倉庫,0,0,clt01-m-bk,0,,,
0,71032-00001654,clt01-m-2br,3,ライフスタイル雑貨,1,0,0,0,0,1,999,RFC倉庫,0,0,clt01-m-br,0,,,
1,71032-00001654,clt01-m-2br,3,ライフスタイル雑貨,1,0,0,0,0,1,61144,自社倉庫,1,0,clt01-m-br,0,,,
0,71032-00001655,clt01-m-3cm,3,ライフスタイル雑貨,1,0,0,0,0,1,999,RFC倉庫,0,0,clt01-m-cm,0,,,
1,71032-00001655,clt01-m-3cm,3,ライフスタイル雑貨,1,0,0,0,0,1,61144,自社倉庫,1,0,clt01-m-cm,0,,,
0,71032-00001656,clt01-m-4bu,3,ライフスタイル雑貨,0,0,0,0,0,0,999,RFC倉庫,0,0,clt01-m-bu,0,,,
0,71032-00001656,clt01-m-4bu,3,ライフスタイル雑貨,0,0,0,0,0,0,61144,自社倉庫,0,0,clt01-m-bu,0,,,
0,71032-00001657,5005-1,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5005-1,0,,,
3,71032-00001657,5005-1,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5005-1,0,,,
0,71032-00001658,5005-11,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5005-11,0,,,
3,71032-00001658,5005-11,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5005-11,0,,,
0,71032-00001659,5005-2,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5005-2,0,,,
3,71032-00001659,5005-2,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5005-2,0,,,
0,71032-00001660,5005-21,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5005-21,0,,,
3,71032-00001660,5005-21,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5005-21,0,,,
0,71032-00001661,5015-1,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5015-1,0,,,
3,71032-00001661,5015-1,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5015-1,0,,,
0,71032-00001662,5015-2,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5015-2,0,,,
3,71032-00001662,5015-2,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5015-2,0,,,
0,71032-00001663,5015-6,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5015-6,0,,,
3,71032-00001663,5015-6,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5015-6,0,,,
0,71032-00001671,kibi-s-s1,0,キッチン用品,14,0,0,0,0,14,999,RFC倉庫,0,0,kibi-s-s1,0,,,
14,71032-00001671,kibi-s-s1,0,キッチン用品,14,0,0,0,0,14,61144,自社倉庫,14,0,kibi-s-s1,0,,,
0,71032-00001672,kibi-s-s2,0,キッチン用品,12,0,0,0,0,12,999,RFC倉庫,0,0,kibi-s-s2,0,,,
12,71032-00001672,kibi-s-s2,0,キッチン用品,12,0,0,0,0,12,61144,自社倉庫,12,0,kibi-s-s2,0,,,
0,71032-00001673,kibi-s-s3,0,キッチン用品,13,0,0,0,0,13,999,RFC倉庫,0,0,kibi-s-s3,0,,,
13,71032-00001673,kibi-s-s3,0,キッチン用品,13,0,0,0,0,13,61144,自社倉庫,13,0,kibi-s-s3,0,,,
0,71032-00001674,kibi-s-s4,0,キッチン用品,10,0,0,0,0,10,999,RFC倉庫,0,0,kibi-s-s4,0,,,
10,71032-00001674,kibi-s-s4,0,キッチン用品,10,0,0,0,0,10,61144,自社倉庫,10,0,kibi-s-s4,0,,,
0,71032-00001675,kibi-s-s5,0,キッチン用品,13,0,0,0,0,13,999,RFC倉庫,0,0,kibi-s-s5,0,,,
13,71032-00001675,kibi-s-s5,0,キッチン用品,13,0,0,0,0,13,61144,自社倉庫,13,0,kibi-s-s5,0,,,
0,71032-00001681,kibi-s-t1,0,キッチン用品,14,0,0,0,0,14,999,RFC倉庫,0,0,kibi-s-t1,0,,,
14,71032-00001681,kibi-s-t1,0,キッチン用品,14,0,0,0,0,14,61144,自社倉庫,14,0,kibi-s-t1,0,,,
0,71032-00001682,kibi-s-t2,0,キッチン用品,12,0,0,0,0,12,999,RFC倉庫,0,0,kibi-s-t2,0,,,
12,71032-00001682,kibi-s-t2,0,キッチン用品,12,0,0,0,0,12,61144,自社倉庫,12,0,kibi-s-t2,0,,,
0,71032-00001683,kibi-s-t3,0,キッチン用品,14,0,0,0,0,14,999,RFC倉庫,0,0,kibi-s-t3,0,,,
14,71032-00001683,kibi-s-t3,0,キッチン用品,14,0,0,0,0,14,61144,自社倉庫,14,0,kibi-s-t3,0,,,
0,71032-00001684,kibi-s-t4,0,キッチン用品,12,0,0,0,0,12,999,RFC倉庫,0,0,kibi-s-t4,0,,,
12,71032-00001684,kibi-s-t4,0,キッチン用品,12,0,0,0,0,12,61144,自社倉庫,12,0,kibi-s-t4,0,,,
0,71032-00001685,kibi-s-t5,0,キッチン用品,15,0,0,0,0,15,999,RFC倉庫,0,0,kibi-s-t5,0,,,
15,71032-00001685,kibi-s-t5,0,キッチン用品,15,0,0,0,0,15,61144,自社倉庫,15,0,kibi-s-t5,0,,,
0,71032-00001686,kibi-m-s1,0,キッチン用品,11,0,0,0,0,11,999,RFC倉庫,0,0,kibi-m-s1,0,,,
11,71032-00001686,kibi-m-s1,0,キッチン用品,11,0,0,0,0,11,61144,自社倉庫,11,0,kibi-m-s1,0,,,
0,71032-00001687,kibi-m-s2,0,キッチン用品,11,0,0,0,0,11,999,RFC倉庫,0,0,kibi-m-s2,0,,,
11,71032-00001687,kibi-m-s2,0,キッチン用品,11,0,0,0,0,11,61144,自社倉庫,11,0,kibi-m-s2,0,,,
0,71032-00001688,kibi-m-s3,0,キッチン用品,10,0,0,0,0,10,999,RFC倉庫,0,0,kibi-m-s3,0,,,
10,71032-00001688,kibi-m-s3,0,キッチン用品,10,0,0,0,0,10,61144,自社倉庫,10,0,kibi-m-s3,0,,,
0,71032-00001689,kibi-m-s4,0,キッチン用品,13,0,0,0,0,13,999,RFC倉庫,0,0,kibi-m-s4,0,,,
13,71032-00001689,kibi-m-s4,0,キッチン用品,13,0,0,0,0,13,61144,自社倉庫,13,0,kibi-m-s4,0,,,
0,71032-00001690,kibi-m-s5,0,キッチン用品,15,0,0,0,0,15,999,RFC倉庫,0,0,kibi-m-s5,0,,,
15,71032-00001690,kibi-m-s5,0,キッチン用品,15,0,0,0,0,15,61144,自社倉庫,15,0,kibi-m-s5,0,,,
0,71032-00001696,kibi-m-t1,0,キッチン用品,11,0,0,0,0,11,999,RFC倉庫,0,0,kibi-m-t1,0,,,
11,71032-00001696,kibi-m-t1,0,キッチン用品,11,0,0,0,0,11,61144,自社倉庫,11,0,kibi-m-t1,0,,,
0,71032-00001697,kibi-m-t2,0,キッチン用品,13,0,0,0,0,13,999,RFC倉庫,0,0,kibi-m-t2,0,,,
13,71032-00001697,kibi-m-t2,0,キッチン用品,13,0,0,0,0,13,61144,自社倉庫,13,0,kibi-m-t2,0,,,
0,71032-00001698,kibi-m-t3,0,キッチン用品,11,0,0,0,0,11,999,RFC倉庫,0,0,kibi-m-t3,0,,,
11,71032-00001698,kibi-m-t3,0,キッチン用品,11,0,0,0,0,11,61144,自社倉庫,11,0,kibi-m-t3,0,,,
0,71032-00001699,kibi-m-t4,0,キッチン用品,10,0,0,0,0,10,999,RFC倉庫,0,0,kibi-m-t4,0,,,
10,71032-00001699,kibi-m-t4,0,キッチン用品,10,0,0,0,0,10,61144,自社倉庫,10,0,kibi-m-t4,0,,,
0,71032-00001700,kibi-m-t5,0,キッチン用品,13,0,0,0,0,13,999,RFC倉庫,0,0,kibi-m-t5,0,,,
13,71032-00001700,kibi-m-t5,0,キッチン用品,13,0,0,0,0,13,61144,自社倉庫,13,0,kibi-m-t5,0,,,
0,71032-00001701,5155-1,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5155-1,0,,,
0,71032-00001701,5155-1,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5155-1,0,,,
0,71032-00001702,5155-2,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5155-2,0,,,
0,71032-00001702,5155-2,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5155-2,0,,,
0,71032-00001703,5155-9,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5155-9,0,,,
0,71032-00001703,5155-9,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5155-9,0,,,
0,71032-00001704,5665-1,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5665-1,0,,,
0,71032-00001704,5665-1,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5665-1,0,,,
0,71032-00001705,5665-2,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5665-2,0,,,
0,71032-00001705,5665-2,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5665-2,0,,,
0,71032-00001706,5665-11,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5665-11,0,,,
0,71032-00001706,5665-11,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5665-11,0,,,
0,71032-00001713,pfs-101-1,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,pfs-101-1,0,,,
3,71032-00001713,pfs-101-1,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,pfs-101-1,0,,,
0,71032-00001714,pfs-101-2,3,サングラス,1,0,0,0,0,1,999,RFC倉庫,0,0,pfs-101-2,0,,,
1,71032-00001714,pfs-101-2,3,サングラス,1,0,0,0,0,1,61144,自社倉庫,1,0,pfs-101-2,0,,,
0,71032-00001715,pfs-101-3,3,サングラス,2,0,0,0,0,2,999,RFC倉庫,0,0,pfs-101-3,0,,,
2,71032-00001715,pfs-101-3,3,サングラス,2,0,0,0,0,2,61144,自社倉庫,2,0,pfs-101-3,0,,,
0,71032-00001716,pfs-102-1,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,pfs-102-1,0,,,
3,71032-00001716,pfs-102-1,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,pfs-102-1,0,,,
0,71032-00001717,pfs-102-2,3,サングラス,2,0,0,0,0,2,999,RFC倉庫,0,0,pfs-102-2,0,,,
2,71032-00001717,pfs-102-2,3,サングラス,2,0,0,0,0,2,61144,自社倉庫,2,0,pfs-102-2,0,,,
0,71032-00001718,pfs-102-3,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,pfs-102-3,0,,,
3,71032-00001718,pfs-102-3,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,pfs-102-3,0,,,
0,71032-00001719,pfs-103-1,3,サングラス,2,0,0,0,0,2,999,RFC倉庫,0,0,pfs-103-1,0,,,
2,71032-00001719,pfs-103-1,3,サングラス,2,0,0,0,0,2,61144,自社倉庫,2,0,pfs-103-1,0,,,
0,71032-00001720,pfs-103-2,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,pfs-103-2,0,,,
0,71032-00001720,pfs-103-2,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,pfs-103-2,0,,,
0,71032-00001721,pfs-103-3,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,pfs-103-3,0,,,
0,71032-00001721,pfs-103-3,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,pfs-103-3,0,,,
0,71032-00001722,pfs-104-1,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,pfs-104-1,0,,,
3,71032-00001722,pfs-104-1,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,pfs-104-1,0,,,
0,71032-00001723,pfs-104-2,3,サングラス,2,0,0,0,0,2,999,RFC倉庫,0,0,pfs-104-2,0,,,
2,71032-00001723,pfs-104-2,3,サングラス,2,0,0,0,0,2,61144,自社倉庫,2,0,pfs-104-2,0,,,
0,71032-00001724,pfs-104-3,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,pfs-104-3,0,,,
0,71032-00001724,pfs-104-3,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,pfs-104-3,0,,,
0,71032-00001725,wakan-bathgift,0,ライフスタイル雑貨,10,0,0,0,0,10,999,RFC倉庫,0,0,wakan-bathgift,0,,,
10,71032-00001725,wakan-bathgift,0,ライフスタイル雑貨,10,0,0,0,0,10,61144,自社倉庫,10,0,wakan-bathgift,0,,,
0,71032-00001726,ccc01-1bk/yl,3,ライフスタイル雑貨,2,0,0,0,0,2,999,RFC倉庫,0,0,ccc01-bk,0,,,
2,71032-00001726,ccc01-1bk/yl,3,ライフスタイル雑貨,2,0,0,0,0,2,61144,自社倉庫,2,0,ccc01-bk,0,,,
0,71032-00001727,ccc01-2br/gn,3,ライフスタイル雑貨,2,0,0,0,0,2,999,RFC倉庫,0,0,ccc01-br,0,,,
2,71032-00001727,ccc01-2br/gn,3,ライフスタイル雑貨,2,0,0,0,0,2,61144,自社倉庫,2,0,ccc01-br,0,,,
0,71032-00001728,ccc01-3cm/bl,3,ライフスタイル雑貨,2,0,0,0,0,2,999,RFC倉庫,0,0,ccc01-cm,0,,,
2,71032-00001728,ccc01-3cm/bl,3,ライフスタイル雑貨,2,0,0,0,0,2,61144,自社倉庫,2,0,ccc01-cm,0,,,
0,71032-00001729,ccc01-4bu/rd,3,ライフスタイル雑貨,2,0,0,0,0,2,999,RFC倉庫,0,0,ccc01-bu,0,,,
2,71032-00001729,ccc01-4bu/rd,3,ライフスタイル雑貨,2,0,0,0,0,2,61144,自社倉庫,2,0,ccc01-bu,0,,,
0,71032-00001730,clt01-l-1bk,3,ライフスタイル雑貨,0,0,0,0,0,0,999,RFC倉庫,0,0,clt01-l-bk,0,,,
0,71032-00001730,clt01-l-1bk,3,ライフスタイル雑貨,0,0,0,0,0,0,61144,自社倉庫,0,0,clt01-l-bk,0,,,
0,71032-00001731,clt01-l-2br,3,ライフスタイル雑貨,0,0,0,0,0,0,999,RFC倉庫,0,0,clt01-l-br,0,,,
0,71032-00001731,clt01-l-2br,3,ライフスタイル雑貨,0,0,0,0,0,0,61144,自社倉庫,0,0,clt01-l-br,0,,,
0,71032-00001732,clt01-l-3cm,3,ライフスタイル雑貨,0,0,0,0,0,0,999,RFC倉庫,0,0,clt01-l-cm,0,,,
0,71032-00001732,clt01-l-3cm,3,ライフスタイル雑貨,0,0,0,0,0,0,61144,自社倉庫,0,0,clt01-l-cm,0,,,
0,71032-00001733,clt01-l-4bu,3,ライフスタイル雑貨,1,0,0,0,0,1,999,RFC倉庫,0,0,clt01-l-bu,0,,,
1,71032-00001733,clt01-l-4bu,3,ライフスタイル雑貨,1,0,0,0,0,1,61144,自社倉庫,1,0,clt01-l-bu,0,,,
0,71032-00001734,outletset,3,サングラス,24,0,0,0,0,24,999,RFC倉庫,0,0,outletset,0,,,
24,71032-00001734,outletset,3,サングラス,24,0,0,0,0,24,61144,自社倉庫,24,0,outletset,0,,,
0,71032-00001735,fi5099-42,3,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5099-42,0,,,
10,71032-00001735,fi5099-42,3,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5099-42,0,,,
0,71032-00001736,fi5099-52,3,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5099-52,0,,,
10,71032-00001736,fi5099-52,3,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5099-52,0,,,
0,71032-00001737,5584-21,3,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,5584-21,0,,,
10,71032-00001737,5584-21,3,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,5584-21,0,,,
0,71032-00001738,5584-8,3,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,5584-8,0,,,
10,71032-00001738,5584-8,3,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,5584-8,0,,,
0,71032-00001739,ldw-50-e2,1,ライフスタイル雑貨,8,0,0,0,0,8,999,RFC倉庫,0,0,ldw-50-e2,0,,,
8,71032-00001739,ldw-50-e2,1,ライフスタイル雑貨,8,0,0,0,0,8,61144,自社倉庫,8,0,ldw-50-e2,0,,,
0,71032-00001740,ldw-50-f2,1,ライフスタイル雑貨,10,0,0,0,0,10,999,RFC倉庫,0,0,ldw-50-f2,0,,,
10,71032-00001740,ldw-50-f2,1,ライフスタイル雑貨,10,0,0,0,0,10,61144,自社倉庫,10,0,ldw-50-f2,0,,,
0,71032-00001741,ldw-50-g2,1,ライフスタイル雑貨,4,0,0,0,0,4,999,RFC倉庫,0,0,ldw-50-g2,0,,,
4,71032-00001741,ldw-50-g2,1,ライフスタイル雑貨,4,0,0,0,0,4,61144,自社倉庫,4,0,ldw-50-g2,0,,,
0,71032-00001742,ldw-50-h2,1,ライフスタイル雑貨,0,0,0,0,0,0,999,RFC倉庫,0,0,ldw-50-h2,0,,,
0,71032-00001742,ldw-50-h2,1,ライフスタイル雑貨,0,0,0,0,0,0,61144,自社倉庫,0,0,ldw-50-h2,0,,,
0,71032-00001743,ldw-50-e3,1,ライフスタイル雑貨,9,0,0,0,0,9,999,RFC倉庫,0,0,ldw-50-e3,0,,,
9,71032-00001743,ldw-50-e3,1,ライフスタイル雑貨,9,0,0,0,0,9,61144,自社倉庫,9,0,ldw-50-e3,0,,,
0,71032-00001744,ldw-50-f3,1,ライフスタイル雑貨,9,0,0,0,0,9,999,RFC倉庫,0,0,ldw-50-f3,0,,,
9,71032-00001744,ldw-50-f3,1,ライフスタイル雑貨,9,0,0,0,0,9,61144,自社倉庫,9,0,ldw-50-f3,0,,,
0,71032-00001745,ldw-50-g3,1,ライフスタイル雑貨,3,0,0,0,0,3,999,RFC倉庫,0,0,ldw-50-g3,0,,,
3,71032-00001745,ldw-50-g3,1,ライフスタイル雑貨,3,0,0,0,0,3,61144,自社倉庫,3,0,ldw-50-g3,0,,,
0,71032-00001746,ldw-50-h3,1,ライフスタイル雑貨,1,0,0,0,0,1,999,RFC倉庫,0,0,ldw-50-h3,0,,,
1,71032-00001746,ldw-50-h3,1,ライフスタイル雑貨,1,0,0,0,0,1,61144,自社倉庫,1,0,ldw-50-h3,0,,,
0,71032-00001747,fi5465a-112,3,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5465a-112,0,,,
10,71032-00001747,fi5465a-112,3,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5465a-112,0,,,
0,71032-00001780,5003-32,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,5003-32,0,,,
0,71032-00001780,5003-32,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,5003-32,0,,,
0,71032-00001781,5314-21,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5314-21,0,,,
3,71032-00001781,5314-21,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5314-21,0,,,
0,71032-00001782,5314-2,3,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,5314-2,0,,,
3,71032-00001782,5314-2,3,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,5314-2,0,,,
0,71032-00001794,sip-01-1-10,0,老眼鏡,15,0,0,0,0,15,999,RFC倉庫,0,0,sip-01-1-10,0,,,
15,71032-00001794,sip-01-1-10,0,老眼鏡,15,0,0,0,0,15,61144,自社倉庫,15,0,sip-01-1-10,0,,,
0,71032-00001795,sip-01-2-10,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-2-10,0,,,
10,71032-00001795,sip-01-2-10,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-2-10,0,,,
0,71032-00001796,sip-01-3-10,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-3-10,0,,,
10,71032-00001796,sip-01-3-10,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-3-10,0,,,
0,71032-00001797,sip-01-4-10,0,老眼鏡,15,0,0,0,0,15,999,RFC倉庫,0,0,sip-01-4-10,0,,,
15,71032-00001797,sip-01-4-10,0,老眼鏡,15,0,0,0,0,15,61144,自社倉庫,15,0,sip-01-4-10,0,,,
0,71032-00001798,sip-01-5-10,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-5-10,0,,,
10,71032-00001798,sip-01-5-10,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-5-10,0,,,
0,71032-00001799,sip-01-6-10,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-6-10,0,,,
10,71032-00001799,sip-01-6-10,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-6-10,0,,,
0,71032-00001800,sip-01-1-15,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-1-15,0,,,
10,71032-00001800,sip-01-1-15,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-1-15,0,,,
0,71032-00001801,sip-01-2-15,0,老眼鏡,8,0,0,0,0,8,999,RFC倉庫,0,0,sip-01-2-15,0,,,
8,71032-00001801,sip-01-2-15,0,老眼鏡,8,0,0,0,0,8,61144,自社倉庫,8,0,sip-01-2-15,0,,,
0,71032-00001802,sip-01-3-15,0,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,0,0,sip-01-3-15,0,,,
7,71032-00001802,sip-01-3-15,0,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,7,0,sip-01-3-15,0,,,
0,71032-00001803,sip-01-4-15,0,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,0,0,sip-01-4-15,0,,,
7,71032-00001803,sip-01-4-15,0,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,7,0,sip-01-4-15,0,,,
0,71032-00001804,sip-01-5-15,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-5-15,0,,,
10,71032-00001804,sip-01-5-15,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-5-15,0,,,
0,71032-00001805,sip-01-6-15,0,老眼鏡,4,0,0,0,0,4,999,RFC倉庫,0,0,sip-01-6-15,0,,,
4,71032-00001805,sip-01-6-15,0,老眼鏡,4,0,0,0,0,4,61144,自社倉庫,4,0,sip-01-6-15,0,,,
0,71032-00001806,sip-01-1-20,0,老眼鏡,15,0,0,0,0,15,999,RFC倉庫,0,0,sip-01-1-20,0,,,
15,71032-00001806,sip-01-1-20,0,老眼鏡,15,0,0,0,0,15,61144,自社倉庫,15,0,sip-01-1-20,0,,,
0,71032-00001807,sip-01-2-20,0,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,0,0,sip-01-2-20,0,,,
7,71032-00001807,sip-01-2-20,0,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,7,0,sip-01-2-20,0,,,
0,71032-00001808,sip-01-3-20,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-3-20,0,,,
10,71032-00001808,sip-01-3-20,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-3-20,0,,,
0,71032-00001809,sip-01-4-20,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-4-20,0,,,
10,71032-00001809,sip-01-4-20,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-4-20,0,,,
0,71032-00001810,sip-01-5-20,0,老眼鏡,9,0,0,0,0,9,999,RFC倉庫,0,0,sip-01-5-20,0,,,
9,71032-00001810,sip-01-5-20,0,老眼鏡,9,0,0,0,0,9,61144,自社倉庫,9,0,sip-01-5-20,0,,,
0,71032-00001811,sip-01-6-20,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-6-20,0,,,
10,71032-00001811,sip-01-6-20,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-6-20,0,,,
0,71032-00001812,sip-01-1-25,0,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,sip-01-1-25,0,,,
10,71032-00001812,sip-01-1-25,0,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,sip-01-1-25,0,,,
