"ブランド","品番","カラーNo","ｻｲｽﾞ","品名","カラー名","OEM区分","倉庫ｺｰﾄﾞ","倉庫名","ﾛｹｰｼｮﾝ","可能在庫数","出荷残数","ｷｰﾌﾟ残数","現在庫数","原単価","原価額","預かり区分","年月度","前月在庫数","入荷数","出荷数","入庫数","出庫数","振替数(+)","振替数(-)","調整数","棚卸差異","未入庫数"
"FEEL LIFE老眼","FLL3004SET","1","20","ＦＬＬ３００４セット","ﾋﾟｭｱﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","55.00","0.00","0.00","55.00","1189.00","65395","自社","2026/09","56.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","1","25","ＦＬＬ３００４セット","ﾋﾟｭｱﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","53.00","0.00","0.00","53.00","1189.00","63017","自社","2026/09","54.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","2","10","ＦＬＬ３００４セット","ﾃﾞﾐﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","0","57.00","0.00","0.00","57.00","1189.00","67773","自社","2026/09","61.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","2","15","ＦＬＬ３００４セット","ﾃﾞﾐﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","0","64.00","0.00","0.00","64.00","1189.00","76096","自社","2026/09","66.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","2","20","ＦＬＬ３００４セット","ﾃﾞﾐﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","0","53.00","0.00","0.00","53.00","1189.00","63017","自社","2026/09","56.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","2","25","ＦＬＬ３００４セット","ﾃﾞﾐﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","0","42.00","0.00","0.00","42.00","1189.00","49938","自社","2026/09","42.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL3004SET","3","10","ＦＬＬ３００４セット","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","OEM","1","物流部倉庫","0","79.00","0.00","0.00","79.00","1189.00","93931","自社","2026/09","88.00","0.00","9.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","3","15","ＦＬＬ３００４セット","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","OEM","1","物流部倉庫","0","93.00","0.00","0.00","93.00","1189.00","110577","自社","2026/09","99.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","3","20","ＦＬＬ３００４セット","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","OEM","1","物流部倉庫","0","70.00","0.00","0.00","70.00","1189.00","83230","自社","2026/09","81.00","0.00","11.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","3","25","ＦＬＬ３００４セット","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","OEM","1","物流部倉庫","0","62.00","0.00","0.00","62.00","1189.00","73718","自社","2026/09","64.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","1","5","ＦＬＬ４０００","ｼｮｺﾗﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","5.00","5.00","445.50","2228","自社","2026/09","41.00","0.00","36.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","1","10","ＦＬＬ４０００","ｼｮｺﾗﾃﾞﾐ","プロパー","1","物流部倉庫","0","1.00","0.00","24.00","25.00","445.50","11138","自社","2026/09","29.00","0.00","5.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","1","15","ＦＬＬ４０００","ｼｮｺﾗﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","21.00","21.00","445.50","9356","自社","2026/09","28.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","1","20","ＦＬＬ４０００","ｼｮｺﾗﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","15.00","15.00","445.50","6683","自社","2026/09","15.00","0","0","0","0","0","0","0","0","10.00"
"FEEL LIFE老眼","FLL4000","1","25","ＦＬＬ４０００","ｼｮｺﾗﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","7.00","7.00","445.50","3119","自社","2026/09","29.00","0.00","22.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","2","5","ＦＬＬ４０００","ｽﾓｰｸｸﾞﾚｰ/ﾗﾍﾞﾝﾀﾞｰﾃﾞﾐ","プロパー","1","物流部倉庫","0","9.00","0.00","61.00","70.00","445.50","31185","自社","2026/09","72.00","0.00","3.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","2","10","ＦＬＬ４０００","ｽﾓｰｸｸﾞﾚｰ/ﾗﾍﾞﾝﾀﾞｰﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","25.00","25.00","445.50","11138","自社","2026/09","61.00","0.00","36.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","2","15","ＦＬＬ４０００","ｽﾓｰｸｸﾞﾚｰ/ﾗﾍﾞﾝﾀﾞｰﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","14.00","14.00","445.50","6237","自社","2026/09","55.00","0.00","41.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","2","20","ＦＬＬ４０００","ｽﾓｰｸｸﾞﾚｰ/ﾗﾍﾞﾝﾀﾞｰﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","8.00","8.00","445.50","3564","自社","2026/09","35.00","0.00","27.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00"
"FEEL LIFE老眼","FLL4000","2","25","ＦＬＬ４０００","ｽﾓｰｸｸﾞﾚｰ/ﾗﾍﾞﾝﾀﾞｰﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","27.00","27.00","445.50","12029","自社","2026/09","30.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","3","5","ＦＬＬ４０００","ｸﾘｱｱﾌﾟﾘｺｯﾄ/ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","53.00","53.00","445.50","23612","自社","2026/09","59.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","3","10","ＦＬＬ４０００","ｸﾘｱｱﾌﾟﾘｺｯﾄ/ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","24.00","24.00","445.50","10692","自社","2026/09","54.00","0.00","30.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","3","15","ＦＬＬ４０００","ｸﾘｱｱﾌﾟﾘｺｯﾄ/ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","21.00","21.00","445.50","9356","自社","2026/09","63.00","0.00","43.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL4000","3","20","ＦＬＬ４０００","ｸﾘｱｱﾌﾟﾘｺｯﾄ/ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","10.00","10.00","445.50","4455","自社","2026/09","32.00","0.00","22.00","1.00","1.00","0.00","0.00","0.00","0.00","10.00"
"FEEL LIFE老眼","FLL4000","3","25","ＦＬＬ４０００","ｸﾘｱｱﾌﾟﾘｺｯﾄ/ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","30.00","30.00","445.50","13365","自社","2026/09","30.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLM004","1","30","ＦＬＭ００４","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","50.00","0.00","0.00","50.00","594.00","29700","自社","2026/09","50.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLM004","2","25","ＦＬＭ００４","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","0","4.00","0.00","0.00","4.00","594.00","2376","自社","2026/09","14.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLM004","2","30","ＦＬＭ００４","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","0","56.00","0.00","0.00","56.00","594.00","33264","自社","2026/09","56.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLM005","2","15","ＦＬＭ００５","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","594.00","594","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLM006","1","10","ＦＬＭ－００６","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","50.00","0.00","0.00","50.00","729.30","36465","自社","2026/09","55.00","0.00","0.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLM006","1","15","ＦＬＭ－００６","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","48.00","0.00","0.00","48.00","729.30","35006","自社","2026/09","64.00","0.00","0.00","0.00","16.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLM006","1","20","ＦＬＭ－００６","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","63.00","0.00","0.00","63.00","729.30","45946","自社","2026/09","77.00","0.00","0.00","0.00","14.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLM006","1","25","ＦＬＭ－００６","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","3.00","0.00","0.00","3.00","729.30","2188","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLM006","1","30","ＦＬＭ－００６","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","4.00","0.00","0.00","4.00","729.30","2917","自社","2026/09","19.00","0.00","0.00","1.00","16.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLM006","2","10","ＦＬＭ－００６","ｶﾞﾝ","プロパー","1","物流部倉庫","0","15.00","0.00","0.00","15.00","729.30","10940","自社","2026/09","20.00","0.00","0.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLM006","2","15","ＦＬＭ－００６","ｶﾞﾝ","プロパー","1","物流部倉庫","0","66.00","0.00","0.00","66.00","729.30","48134","自社","2026/09","82.00","0.00","0.00","1.00","17.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLM006","2","20","ＦＬＭ－００６","ｶﾞﾝ","プロパー","1","物流部倉庫","0","55.00","0.00","0.00","55.00","729.30","40112","自社","2026/09","66.00","0.00","0.00","0.00","11.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS001","1","5","ＦＬＳ－００１","ﾌﾞﾗｯｸ/ｽﾓｰｷｰﾋﾟﾝｸ","プロパー","1","物流部倉庫","0","15.00","0.00","40.00","55.00","1050.10","57756","自社","2026/09","54.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS001","1","10","ＦＬＳ－００１","ﾌﾞﾗｯｸ/ｽﾓｰｷｰﾋﾟﾝｸ","プロパー","1","物流部倉庫","0","9.00","0.00","15.00","24.00","1050.10","25202","自社","2026/09","24.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","1","15","ＦＬＳ－００１","ﾌﾞﾗｯｸ/ｽﾓｰｷｰﾋﾟﾝｸ","プロパー","1","物流部倉庫","0","27.00","0.00","35.00","62.00","1050.10","65106","自社","2026/09","62.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","1","20","ＦＬＳ－００１","ﾌﾞﾗｯｸ/ｽﾓｰｷｰﾋﾟﾝｸ","プロパー","1","物流部倉庫","0","10.00","0.00","25.00","35.00","1050.10","36754","自社","2026/09","35.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","2","5","ＦＬＳ－００１","ｼｮｺﾗ/ﾐﾝﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","8.00","0.00","40.00","48.00","1050.10","50405","自社","2026/09","48.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","2","10","ＦＬＳ－００１","ｼｮｺﾗ/ﾐﾝﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","5.00","0.00","15.00","20.00","1050.10","21002","自社","2026/09","19.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS001","2","15","ＦＬＳ－００１","ｼｮｺﾗ/ﾐﾝﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","7.00","0.00","35.00","42.00","1050.10","44104","自社","2026/09","42.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","2","20","ＦＬＳ－００１","ｼｮｺﾗ/ﾐﾝﾄﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","10.00","0.00","25.00","35.00","1050.10","36754","自社","2026/09","35.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","3","5","ＦＬＳ－００１","ﾜｲﾝﾚｯﾄﾞ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","20.00","0.00","40.00","60.00","1050.10","63006","自社","2026/09","60.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","3","10","ＦＬＳ－００１","ﾜｲﾝﾚｯﾄﾞ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","11.00","0.00","15.00","26.00","1050.10","27303","自社","2026/09","26.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","3","15","ＦＬＳ－００１","ﾜｲﾝﾚｯﾄﾞ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","30.00","0.00","35.00","65.00","1050.10","68257","自社","2026/09","64.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS001","3","20","ＦＬＳ－００１","ﾜｲﾝﾚｯﾄﾞ/ｱｲﾎﾞﾘｰ","プロパー","1","物流部倉庫","0","7.00","0.00","25.00","32.00","1050.10","33603","自社","2026/09","32.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","4","5","ＦＬＳ－００１","ﾅｲﾄﾌﾞﾙｰ/ｽﾄ-ﾝｸﾞﾚｰ","プロパー","1","物流部倉庫","0","16.00","0.00","40.00","56.00","1050.10","58806","自社","2026/09","56.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","4","10","ＦＬＳ－００１","ﾅｲﾄﾌﾞﾙｰ/ｽﾄ-ﾝｸﾞﾚｰ","プロパー","1","物流部倉庫","0","10.00","0.00","10.00","20.00","1050.10","21002","自社","2026/09","20.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","4","15","ＦＬＳ－００１","ﾅｲﾄﾌﾞﾙｰ/ｽﾄ-ﾝｸﾞﾚｰ","プロパー","1","物流部倉庫","0","16.00","0.00","40.00","56.00","1050.10","58806","自社","2026/09","56.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS001","4","20","ＦＬＳ－００１","ﾅｲﾄﾌﾞﾙｰ/ｽﾄ-ﾝｸﾞﾚｰ","プロパー","1","物流部倉庫","0","9.00","0.00","25.00","34.00","1050.10","35703","自社","2026/09","33.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS002","1","5","ＦＬＳ－００２","ｸﾞﾚｰ/ｱｯｼｭﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","1.00","0.00","55.00","56.00","1050.10","58806","自社","2026/09","55.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS002","1","10","ＦＬＳ－００２","ｸﾞﾚｰ/ｱｯｼｭﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","0.00","0.00","20.00","20.00","1050.10","21002","自社","2026/09","20.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","1","15","ＦＬＳ－００２","ｸﾞﾚｰ/ｱｯｼｭﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","0.00","0.00","45.00","45.00","1050.10","47255","自社","2026/09","45.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","1","20","ＦＬＳ－００２","ｸﾞﾚｰ/ｱｯｼｭﾌﾞﾙｰ","プロパー","1","物流部倉庫","0","0.00","0.00","35.00","35.00","1050.10","36754","自社","2026/09","35.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","2","5","ＦＬＳ－００２","ｱﾌﾟﾘｺｯﾄ/ｷｬﾒﾙ","プロパー","1","物流部倉庫","0","1.00","0.00","58.00","59.00","1050.10","61956","自社","2026/09","59.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS002","2","10","ＦＬＳ－００２","ｱﾌﾟﾘｺｯﾄ/ｷｬﾒﾙ","プロパー","1","物流部倉庫","0","0.00","0.00","20.00","20.00","1050.10","21002","自社","2026/09","20.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","2","15","ＦＬＳ－００２","ｱﾌﾟﾘｺｯﾄ/ｷｬﾒﾙ","プロパー","1","物流部倉庫","0","0.00","0.00","56.00","56.00","1050.10","58806","自社","2026/09","56.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","2","20","ＦＬＳ－００２","ｱﾌﾟﾘｺｯﾄ/ｷｬﾒﾙ","プロパー","1","物流部倉庫","0","0.00","0.00","32.00","32.00","1050.10","33603","自社","2026/09","32.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","3","5","ＦＬＳ－００２","ﾊﾟｰﾌﾟﾙ/ﾍﾟｰﾙｵﾘｰﾌﾞ","プロパー","1","物流部倉庫","0","1.00","0.00","54.00","55.00","1050.10","57756","自社","2026/09","55.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS002","3","10","ＦＬＳ－００２","ﾊﾟｰﾌﾟﾙ/ﾍﾟｰﾙｵﾘｰﾌﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","22.00","22.00","1050.10","23102","自社","2026/09","22.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","3","15","ＦＬＳ－００２","ﾊﾟｰﾌﾟﾙ/ﾍﾟｰﾙｵﾘｰﾌﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","58.00","58.00","1050.10","60906","自社","2026/09","58.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","3","20","ＦＬＳ－００２","ﾊﾟｰﾌﾟﾙ/ﾍﾟｰﾙｵﾘｰﾌﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","35.00","35.00","1050.10","36754","自社","2026/09","35.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","4","5","ＦＬＳ－００２","ｾｰｼﾞｸﾞﾘｰﾝ/ﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","1.00","0.00","55.00","56.00","1050.10","58806","自社","2026/09","56.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLS002","4","10","ＦＬＳ－００２","ｾｰｼﾞｸﾞﾘｰﾝ/ﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","20.00","20.00","1050.10","21002","自社","2026/09","20.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","4","15","ＦＬＳ－００２","ｾｰｼﾞｸﾞﾘｰﾝ/ﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","57.00","57.00","1050.10","59856","自社","2026/09","57.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLS002","4","20","ＦＬＳ－００２","ｾｰｼﾞｸﾞﾘｰﾝ/ﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","34.00","34.00","1050.10","35703","自社","2026/09","34.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","FLW001","1","0","ＦＬＷ－００１","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","57.00","0.00","20.00","77.00","1079.50","83122","自社","2026/09","82.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","FLW001","2","0","ＦＬＷ－００１","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","120.00","0.00","21.00","141.00","1079.50","152210","自社","2026/09","143.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00"
"一般SG","FLW001","3","0","ＦＬＷ－００１","ｸﾘｱﾀﾞｰｸﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","103.00","0.00","20.00","123.00","1079.50","132779","自社","2026/09","123.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","FLW001","4","0","ＦＬＷ－００１","ｸﾘｱﾀﾞｰｸﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","50.00","0.00","20.00","70.00","1079.50","75565","自社","2026/09","70.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","FLW002","4A","0","ＦＬＷ－００２","ｸﾘｱｶｰｷ","プロパー","1","物流部倉庫","0","0.00","0.00","19.00","19.00","1086.00","20634","自社","2026/09","19.00","0","0","0","0","0","0","0","0","0.00"
"ｶﾞﾝﾌﾟOEM SG","FOL196","1","0","ＦＯＬ１９６","ｸﾘｱ","OEM","1","物流部倉庫","0","119.00","0.00","0.00","119.00","483.45","57531","自社","2026/09","179.00","0.00","60.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｶﾞﾝﾌﾟOEM SG","FOL196","2","0","ＦＯＬ１９６","ｸﾞﾘｰﾝ","OEM","1","物流部倉庫","0","213.00","0.00","0.00","213.00","483.45","102975","自社","2026/09","213.00","0","0","0","0","0","0","0","0","0.00"
"ｶﾞﾝﾌﾟOEM SG","FOL196","3","0","ＦＯＬ１９６","ﾗｲﾄﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","0","58.00","0.00","0.00","58.00","483.45","28040","自社","2026/09","118.00","0.00","60.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
